municipality,vintage,entity_type,modified_local_assessed_value,equalized_valuation_incl_util_rr,local_total_rate,equalization_ratio,full_value_rate_official,rank,source
Campton,2023,town,457917695.0,1025030402.0,28.77,44.7,12.76,80,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Campton,2024,town,862452849.0,926006743.0,17.22,93.2,15.95,160,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Canaan,2019,town,348470142.0,412306281.0,32.93,84.5,27.48,207,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Canaan,2020,town,351318501.0,444134799.0,34.4,79.1,26.89,212,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Canaan,2021,town,448942710.0,476096446.0,26.7,94.3,24.96,229,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Canaan,2022,town,454068762.0,605104389.0,27.15,75.0,20.2,216,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Canaan,2023,town,460179721.0,626913660.0,27.15,73.4,19.76,212,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Canaan,2024,town,468048015.0,708052400.0,29.53,66.1,19.36,204,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Candia,2019,town,513604108.0,537788721.0,18.6,95.5,17.55,72,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Candia,2020,town,518128237.0,581461379.0,20.04,89.1,17.61,79,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Candia,2021,town,530999748.0,675473167.0,19.55,78.6,15.15,83,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Candia,2022,town,546370709.0,784938919.0,20.3,69.6,13.94,106,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Candia,2023,town,551707641.0,851370638.0,20.63,64.8,13.17,86,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Candia,2024,town,939436373.0,969481746.0,12.86,96.9,12.36,77,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Canterbury,2019,town,263980723.0,324226271.0,27.87,81.5,22.53,149,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Canterbury,2020,town,265145338.0,327764681.0,27.59,81.0,22.17,164,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Canterbury,2021,town,363147617.0,380272664.0,20.51,95.6,19.48,182,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Canterbury,2022,town,368113285.0,502952655.0,20.8,73.2,15.15,136,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Canterbury,2023,town,372667284.0,536005141.0,21.0,69.6,14.52,111,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Canterbury,2024,town,380735689.0,589665320.0,22.68,64.6,14.55,120,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Carroll,2019,town,329433801.0,384957932.0,20.0,85.9,17.06,65,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Carroll,2020,town,337775336.0,435602875.0,21.25,77.8,16.43,67,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Carroll,2021,town,366475529.0,645263172.0,19.13,57.0,10.84,42,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Carroll,2022,town,596543859.0,642161921.0,12.12,93.2,11.28,65,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Carroll,2023,town,618120921.0,723660684.0,12.33,85.6,10.53,55,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Carroll,2024,town,638511084.0,854248923.0,11.9,74.9,8.89,41,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Center Harbor,2019,town,434767397.0,513395718.0,15.22,84.7,12.87,31,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Center Harbor,2020,town,438186781.0,577268010.0,15.33,75.9,11.62,28,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Center Harbor,2021,town,441297451.0,720963148.0,15.27,61.2,9.33,28,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Center Harbor,2022,town,755344359.0,813038794.0,8.99,92.9,8.34,34,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Center Harbor,2023,town,761436277.0,963759490.0,9.8,79.0,7.73,22,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Center Harbor,2024,town,766500535.0,1038586902.0,10.69,73.8,7.88,27,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Chandler's Purchase,2019,unincorporated,41121.0,47538.0,0.0,86.5,0.0,N/A,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Chandler's Purchase,2020,unincorporated,44150.0,50689.0,0.0,87.1,0.0,N/A,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Chandler's Purchase,2021,unincorporated,39550.0,47422.0,0.0,83.4,0.0,N/A,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Chandler's Purchase,2022,unincorporated,43850.0,61501.0,0.0,71.3,0.0,N/A,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Chandler's Purchase,2023,unincorporated,48980.0,46338.0,0.0,105.7,0.0,N/A,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Chandler's Purchase,2024,unincorporated,46080.0,76291.0,0.0,60.4,0.0,N/A,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Charlestown,2019,town,282982237.0,332698928.0,39.11,85.2,32.98,223,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Charlestown,2020,town,281843233.0,346931590.0,38.65,81.4,31.1,225,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Charlestown,2021,town,346892661.0,399853970.0,31.61,86.9,27.2,232,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Charlestown,2022,town,344806033.0,486393410.0,32.27,71.3,22.86,227,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Charlestown,2023,town,345455442.0,548851100.0,34.31,63.3,21.58,221,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Charlestown,2024,town,346589286.0,600867891.0,36.36,58.0,20.94,211,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Chatham,2019,town,59500049.0,61052758.0,14.2,98.8,13.8,40,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Chatham,2020,town,60624358.0,63612952.0,13.42,96.6,12.74,33,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Chatham,2021,town,60967336.0,79398357.0,11.33,77.8,8.66,25,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Chatham,2022,town,60953338.0,82116510.0,13.37,75.1,10.02,46,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Chatham,2023,town,61062130.0,90255045.0,16.42,68.4,11.2,60,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Chatham,2024,town,106493228.0,109880009.0,7.09,97.7,6.91,19,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Chester,2019,town,724050973.0,775987379.0,20.8,93.3,18.94,94,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Chester,2020,town,738634790.0,835511799.0,20.53,88.4,17.68,80,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Chester,2021,town,751217374.0,946014946.0,20.84,79.4,16.14,103,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Chester,2022,town,755266186.0,1096025081.0,21.4,68.9,14.43,116,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Chester,2023,town,752280894.0,1192099639.0,23.2,63.1,14.34,105,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Chester,2024,town,1167919043.0,1254413026.0,16.36,93.1,14.95,130,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Chesterfield,2019,town,521216633.0,609693938.0,22.32,85.7,19.02,96,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Chesterfield,2020,town,526553107.0,625496129.0,22.61,84.4,18.96,102,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Chesterfield,2021,town,612467710.0,724786969.0,19.01,84.7,16.24,106,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Chesterfield,2022,town,613131538.0,811877203.0,19.42,75.7,14.65,124,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Chesterfield,2023,town,618349529.0,873508496.0,19.82,71.0,14.01,102,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Chesterfield,2024,town,623672545.0,1003301375.0,20.24,62.3,12.55,84,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Chichester,2019,town,323112390.0,345889885.0,23.4,93.4,21.7,133,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Chichester,2020,town,324484066.0,366186325.0,23.18,88.6,20.39,130,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Chichester,2021,town,331029196.0,437719903.0,23.1,75.6,17.34,134,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Chichester,2022,town,335973458.0,512804333.0,24.38,65.5,15.88,152,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Chichester,2023,town,548678894.0,550327271.0,16.42,99.7,16.31,161,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Chichester,2024,town,557770628.0,612850942.0,17.33,91.0,15.7,152,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Claremont,2019,city,767744816.0,787774620.0,40.26,97.8,38.2,226,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Claremont,2020,city,768212034.0,841755588.0,40.72,91.6,36.19,227,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Claremont,2021,city,771330954.0,1029771175.0,40.98,75.2,29.93,234,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Claremont,2022,city,763933030.0,1363781794.0,41.68,56.3,22.92,228,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Claremont,2023,city,1254139231.0,1365482104.0,27.8,92.3,25.1,227,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Claremont,2024,city,1260251377.0,1532606364.0,29.26,82.9,23.7,220,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Clarksville,2019,town,41957835.0,54018655.0,15.55,82.8,12.01,29,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Clarksville,2020,town,46895972.0,60296062.0,16.26,81.8,12.58,32,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Clarksville,2021,town,47779454.0,84740357.0,18.98,60.4,10.66,41,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Clarksville,2022,town,49271441.0,95458858.0,20.71,55.4,11.46,68,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Clarksville,2023,town,49357074.0,113184347.0,18.92,46.8,8.85,32,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Clarksville,2024,town,50121489.0,100024752.0,21.71,53.9,11.64,68,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Colebrook,2019,town,187543968.0,191334527.0,30.13,98.0,29.34,218,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Colebrook,2020,town,187188181.0,191304139.0,27.78,98.4,26.99,214,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Colebrook,2021,town,190693527.0,223953365.0,29.32,85.5,24.78,228,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Colebrook,2022,town,194805020.0,346916480.0,28.32,56.3,15.91,153,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Colebrook,2023,town,193804326.0,373165214.0,31.66,52.2,16.44,164,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Colebrook,2024,town,194222626.0,379708729.0,34.97,51.4,17.86,189,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Columbia,2019,town,86095164.0,108213586.0,18.92,79.5,14.53,48,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Columbia,2020,town,92127991.0,95224026.0,16.07,96.9,15.0,57,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Columbia,2021,town,93416151.0,125600635.0,15.31,74.2,10.94,45,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Columbia,2022,town,92784561.0,165364567.0,15.3,56.0,8.4,35,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Columbia,2023,town,89447617.0,164935844.0,16.84,54.3,8.89,34,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Columbia,2024,town,89149176.0,185101228.0,22.28,48.2,10.51,53,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Concord,2019,city,4433101874.0,4607017330.0,27.78,96.9,26.66,201,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Concord,2020,city,4720842242.0,5031850447.0,26.76,94.5,24.84,202,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Concord,2021,city,5197660692.0,5641808735.0,25.12,92.7,22.9,222,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Concord,2022,city,5260913690.0,6783536935.0,25.89,78.0,19.99,214,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Concord,2023,city,5307670392.0,7446633493.0,26.86,71.7,18.96,205,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Concord,2024,city,5407808354.0,8716671711.0,27.69,62.4,17.05,179,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Conway,2019,town,1747261353.0,1855949037.0,17.32,94.2,16.2,57,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Conway,2020,town,1757221100.0,2100384782.0,16.32,83.7,13.56,43,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Conway,2021,town,1817161495.0,2653677109.0,16.34,68.5,11.1,46,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Conway,2022,town,1824119005.0,3056995489.0,17.08,59.7,10.14,48,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Conway,2023,town,3202266290.0,3275360161.0,10.18,97.8,9.9,48,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Conway,2024,town,3244190600.0,3782415877.0,11.32,85.8,9.66,48,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Cornish,2019,town,197184183.0,200222307.0,19.52,98.7,19.12,97,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Cornish,2020,town,197860492.0,206266001.0,21.29,96.1,20.28,126,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Cornish,2021,town,198596337.0,245700863.0,22.71,80.8,18.23,162,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Cornish,2022,town,198890713.0,261277558.0,23.67,76.2,17.94,196,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Cornish,2023,town,200731930.0,331003666.0,26.23,60.6,15.82,147,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Cornish,2024,town,357444310.0,367066424.0,16.19,97.5,15.73,154,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Crawford's Purchase,2019,unincorporated,230072.0,265979.0,0.0,86.5,0.0,N/A,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Crawford's Purchase,2020,unincorporated,235430.0,270298.0,0.0,87.1,0.0,N/A,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Crawford's Purchase,2021,unincorporated,230230.0,276056.0,0.0,83.4,0.0,N/A,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Crawford's Purchase,2022,unincorporated,230130.0,322763.0,0.0,71.3,0.0,N/A,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Crawford's Purchase,2023,unincorporated,419690.0,397058.0,0.0,105.7,0.0,N/A,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Crawford's Purchase,2024,unincorporated,419790.0,695016.0,0.0,60.4,0.0,N/A,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Croydon,2019,town,91293462.0,99733307.0,19.56,91.5,17.83,75,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Croydon,2020,town,112955862.0,110869730.0,13.96,101.9,14.15,49,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Croydon,2021,town,117755940.0,127873771.0,14.22,92.0,13.0,64,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Croydon,2022,town,122989398.0,160644111.0,14.22,76.4,10.82,56,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Croydon,2023,town,122623450.0,167227447.0,13.42,73.3,9.77,45,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Croydon,2024,town,126226933.0,176502241.0,14.99,71.5,10.64,54,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Cutt's Grant,2019,unincorporated,0.0,0.0,0.0,86.5,0.0,N/A,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Cutt's Grant,2020,unincorporated,0.0,0.0,0.0,87.1,0.0,N/A,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Cutt's Grant,2021,unincorporated,0.0,0.0,0.0,83.4,0.0,N/A,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Cutt's Grant,2022,unincorporated,0.0,0.0,0.0,71.3,0.0,N/A,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Cutt's Grant,2023,unincorporated,0.0,0.0,0.0,105.7,0.0,N/A,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Cutt's Grant,2024,unincorporated,0.0,0.0,0.0,60.4,0.0,N/A,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Dalton,2019,town,83139661.0,106232726.0,23.86,83.9,18.53,85,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Dalton,2020,town,83559669.0,106042543.0,24.13,84.4,18.89,101,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Dalton,2021,town,84674595.0,137953072.0,25.15,65.4,15.33,88,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Dalton,2022,town,84366506.0,164568499.0,25.55,54.5,13.88,103,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Dalton,2023,town,143715363.0,173399680.0,14.75,88.4,12.99,82,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Dalton,2024,town,156249297.0,187755969.0,15.06,83.2,12.42,79,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Danbury,2019,town,111391938.0,136681078.0,24.0,81.4,19.48,102,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Danbury,2020,town,111972635.0,145725123.0,24.0,76.8,18.37,92,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Danbury,2021,town,168571630.0,175541064.0,18.0,96.0,17.22,130,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Danbury,2022,town,171273300.0,216780915.0,17.5,78.9,13.78,97,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Danbury,2023,town,173783733.0,231624910.0,20.0,75.0,14.96,125,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Danbury,2024,town,182626497.0,280326488.0,22.0,65.1,14.29,114,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Danville,2019,town,410510859.0,488117330.0,28.06,84.1,23.31,165,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Danville,2020,town,420335905.0,518925293.0,26.3,81.0,21.08,144,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Danville,2021,town,579548714.0,625170933.0,20.2,92.7,18.55,167,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Danville,2022,town,585446698.0,736376844.0,19.61,79.5,15.47,140,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Danville,2023,town,591928784.0,851661781.0,25.21,69.5,17.39,186,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Danville,2024,town,600497558.0,944161438.0,22.11,63.6,13.92,106,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Deerfield,2019,town,588306891.0,728984215.0,23.11,80.7,18.34,83,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Deerfield,2020,town,748219291.0,758888801.0,19.67,98.6,19.19,106,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Deerfield,2021,town,782673603.0,919510827.0,18.8,85.1,15.8,97,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Deerfield,2022,town,779529070.0,1105420690.0,18.32,70.5,12.78,80,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Deerfield,2023,town,786480922.0,1240337436.0,22.66,63.4,14.21,104,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Deerfield,2024,town,800809208.0,1295834589.0,24.61,61.8,15.04,135,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Deering,2019,town,186237910.0,227381255.0,30.62,81.9,24.56,177,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Deering,2020,town,242122400.0,252689370.0,24.81,95.8,23.38,179,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Deering,2021,town,246714475.0,307738286.0,22.56,80.1,17.8,148,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Deering,2022,town,246577351.0,378461475.0,22.75,65.1,14.64,123,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Deering,2023,town,247235282.0,393643093.0,25.98,62.8,16.11,155,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Deering,2024,town,249094612.0,438408995.0,28.1,56.8,15.76,156,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
